name,company,area,min_salary,max_salary,description,link
机电工程师,支矶石建筑工程有...,成都·金牛区·天回,5.0,10.0,岗位职责：1、负责公司产品的销售及推广;2、根据市场营销计划，完成部门销售指标;3、负责辖区市场信息的收集及竞争对手的分析;4、负责销售区域内销售活动的策划和执行，完成销售任务;5、管理维护客户关系以及客户间的长期战略合作计划。6、领导交代的其他工作。岗位要求:1、 机械、电气、机电、土木相关专业，大专以上学历;2、 有铁路行业销售工作经验优先考虑;3、 具有良好的人际能力和语言表达能力;4、 工作目标明确、喜欢挑战、有良好的问题处理能力;5、 责任心强、能承担工作压力、为人诚实、具备良好的职业道德操守;6、 服从上级领导安排。,https://www.zhipin.com/job_detail/8cf055d95d66e88b1XR729m6F1VT.html?lid=4WqP1pKEbEJ.search.46&securityId=gIQqSiXY6e9Id-p1qugO5PDHVli8HXiH-thLXd3OQ2Jc0gKl3zLnezwhYdNbjhV2tPe1PVwvBkjHdAcU8Ym9br0ol2JVau_TFsYNpCxt2DMICBt7aRs~&sessionId=
幕墙设计,四川旭宏直立建筑工程,成都·青羊区·光华,5.0,10.0,岗位职责：1、独立完成项目施工图平立面大样及主要节点的设计扩充等相关设计工作；2、独立完成项目各幕墙材料的设计下单、加工工艺图及组件设计下料工作；任职要求：1、大专及以上学历；机械类、土木类相关专业，2、3年以上幕墙设计工作经验；3、熟悉各种幕墙的设计，具有幕墙结构及节能计算的能力；4、电脑操作熟练，精通Auto CAD绘图软件；5、具备较好的沟工作态度和团队合作精神。6、有单元式幕墙施工图设计及下料者优先/能尽快上岗者优先,https://www.zhipin.com/job_detail/cdfe261ceba003941HB-3t-0EVJQ.html?lid=4WqP1pKEbEJ.search.24&securityId=dqsL88psso9Gf-A1j7qySmw9yCGMX0lQYuojiRrukwj_gldmWhALFaAEtVf9cjrCQ3hjCVC3JzwZkw3LnE9lCsPbt0Dfezhh_ac0AFOii1AzLEl206U~&sessionId=
幕墙项目生产经理,众业成,成都·锦江区·红星路,5.0,9.0,岗位职责：1.熟悉钢结构幕墙或金属屋面技术，积极配合项目经理开展项目各种工作；2.熟悉现场各种手续及资料，并能及时安排人员准确处理并审核；3.提前发现施工图及现场不合理的问题，并提出合理化的建议及方案，能及时发现工程中出现的质量、安全隐患并及时制止及纠正；4.熟练施工图，认真领会施工现场技术人员的技术交底，做好作业计划。5.负责下游班组工人的技术学习，培训及施工安全教育、学习，全权负责工人的生产安全。6.负责下游班组文明施工管理，严格执行公司现场系列管理制度，协调上下和班组内部各种关系，搞好综合治安管理。7.负责下游班组施工质量，组织工人学习先进施工技术工艺，搞好工程施工质量自检、互检、复核工作。8.负责材料、工具、劳保用品等使用管理，执行公司机具、设备、材料管理制度、爱护、保护好设备、机具，做好节约材料工作。9.负责下游班组工程验收、工资结算，保障工人劳动效益。任职要求：1.大专及以上学历，建筑、土木等相关专业(二级建造师优先)；2.年龄25-50岁；3.3年以上钢结构幕墙工程、金属屋面工程施工工作经验；4.需常驻项目现场（外省份）；5.熟悉幕墙、钢结构或金属屋面及相关工程施工全流程的技术要点及工序要求；6.熟练使用CAD制图软件进行计量、排版下料、竣工图绘制、方案优化，熟悉使用office办公软件。7.具备对外沟通协调，对内班组管理能力。,https://www.zhipin.com/job_detail/7ffc3fb2b32621bc1HF72t-0EVpV.html?lid=4WqP1pKEbEJ.search.81&securityId=jnVHUscfYLp9s-o1E4MOUFQvOgEgNofgpTqtuxOZU08f1f6zFcC_dna-dld3MuwWygf_3C7TtGBN5LSm84TFF7MraV1MrAeTCDLkOuD9izQvBvBzyOs~&sessionId=
水利水电工程专业，土木工程专业地质学类,安能第三工程局,成都·温江区·芙蓉古城,5.0,6.0,央企施工企业，工程管理岗位，签订正式劳动合同,https://www.zhipin.com/job_detail/329fdc0ebfd9a5ff1HV82Ny6EVtS.html?lid=4WqP1pKEbEJ.search.6&securityId=eWLZYJXseJepM-N16nWqS3QUkfHW33RGBKI_TpGdd6Y3i908PbxcIobvDjqkuDC5QdI-38HDZgYX2vQaxZE6KCrv-5G5CPJ4j1hwtLZ1YoRS06ETQgTm&sessionId=
二次开发工程师,谦清,成都·锦江区·万达广场,5.0,10.0,任职要求： 1.计算机相关专业，工程类相关专业；2.大专及以上 ；3.逻辑思维能力强，学习能力强 ；4.python、.net、Atuolisp等至少掌握一门编程语言或可视化编程工具，及相关应用经验，或者有产品经验；5.视野较广，对建筑业各类体系模式有自己的认知，有一定的解决方案能力。如果建筑相关专业，学习能力超强，条件可放宽。岗位职责： 1.自有产品开发工作；2.自有插件维护，编写各类程序或脚本等维护生产体系；3.洞察行业细分机会，协助编制解决方案；4.相关产品文档编制维护工作；4.完成其他布置的任务。,https://www.zhipin.com/job_detail/26cf33531d44532a1HB409u4GFtU.html?lid=4WqP1pKEbEJ.search.7&securityId=2vyFvxWwjtrh9-_1mxMC790OtTwmLhmUzRzQmF9R1Q8Bio41YsBaP8dqjKPKLLak67iS3Ar9-ZDKLKV7OaIkJC1YP_BevpYYrqaMJOAbDlzbvlaM3PY~&sessionId=
交通工程试验检测（应届毕业生）,京炜交通,成都,5.0,7.0,岗位职责：1、协助试验检测人员进行道路标志、标线、护栏等交通设施自动化检测；2、协助试验检测人员进行试验数据分析等。任职要求：1、土木、机电、电子、交通工程、自动化等相关专业，统招本科及以上学历；2、专业基础知识扎实，好学上进；3、具有良好的沟通表达能力；4、能够接受出差；5、会熟练驾驶优先考虑；,https://www.zhipin.com/job_detail/5c30ad85d2ddd9c51HB53dW6GVpZ.html?lid=4WqP1pKEbEJ.search.10&securityId=D0l5iGZ6nzoUm-z1uibwCSgru3O0PvC-fJFjK5gAdPkRvVL3l8yeCIIrZQvCBREylABXeQyFz4SlnzKMhCyAmqv6hyiWhLp-aJP40fMqr7uxYdk3IA~~&sessionId=
检测鉴定工程师,清雨风扬工程有限公司,成都·成华区·龙潭,5.0,10.0,主要工作职责1、熟练使用钢筋扫描仪、全站仪、回弹仪、裂缝宽度仪等仪器，负责现场检测、采集数据、采集样品、收集资料。2、负责撰写报告，计标、分析、判定得出科学准确的检测初始鉴定结论。3、鉴定人员的初始报告须经技术总工会审后，方可出鉴定报告。4、严格贯彻实施技术规范、操作规程、检测、鉴定标准的相关技术质量、安全管理方面的规定。5、按时按质按量完成公司下达的检测、鉴定任务。6、负责鉴定设备的日常维护工作。7、完成领导交办的其他工作。任职要求：学历：全日制本科及以上   专业： 工业与民用建专业、土木工程、结构专业等建筑工程相关专业     工作经验：建筑结构设计工作经验，或3年以上房建类项目管理经验或房屋安全鉴定、检测工作经验；有中级职称、设计部门管理经验者优先、工业建筑结构优先；  年龄：25-45岁技能要求：熟练操作各种鉴定设备对框架、砖混、土木、钢结构等房屋进行结构安全性鉴定，持驾驶证优先；熟练CAD、天正、办公软件的操作，掌握探索者、PKPM、盈建科、迈达斯、理正等结构设计软件优先；能刻苦耐劳，有上进心，沟通能力强，有团队合作精神。,https://www.zhipin.com/job_detail/f666a7b21bfb1f7c1Xx52tW7GVFQ.html?lid=4WqP1pKEbEJ.search.77&securityId=n04OhCePaZEr4-n1BsgFdpS1tpjhAn12WypwPVLv6GoF1QCqVvqXW1D9rmwpIiFGshpp1kLZ9JVOzBja3IFdqJwUZM5mh6YWy9uWawWg5cQt0lasGu57&sessionId=
安全主管,金牛万达,成都·金牛区·人民北路,5.0,7.0,1.	跟踪公司各部门安全教育、培训计划，商户人员，外包、外保、维保等各类人员的安全培训落实情况；2.	检查、监督各部门开展专项检查工作，参与安全评估；3.	负责验收本单位隐患整改措施是否达到预期效果；跟进隐患排查及整改工作；4.	配合各部门开展消防联动测试、消防疏散演练、防暴防恐演练等评估工作；5.	明确消防安全检查要点，按标准对重点部位、重点事项进行安全检查；6.	根据所在广场安全工作实际情况，提出营运安全管理建议等；7.	汇总各部门安全设备设施台帐，并督促做好设备保养、维修等工作；8.	完成上级指派的其它工作，配合城市公司完成各项检查工作。任职要求：1.	年龄28~34岁，统招公办全日制本科（含）以上学历，消防、机电、土木、自动化、计算机等工科专业，持有一级消防工程师、一级/二级建造师、注册安全工程师证书优先；2.	3年以上大型企业工作经验；2年以上大型企业物业管理或商业管理企业质量体系审核工作经验；3.	熟悉消防系统原理，具备安全检查相关能力，熟悉火灾应急处置流程；                                                   4.	认同万达企业文化，具有较强的工作责任心。,https://www.zhipin.com/job_detail/8855f9dd2ad1b75b1HB93dq1FFRW.html?lid=4WqP1pKEbEJ.search.78&securityId=OGqajzWcNGAQN-x1rqdTx_mkUjAdsTQLxf-QbfxT9VyZgSod_GsXmzx1d6euD-Vv0yhg9wY3oFBbxrZvDRu4-i_1CfWeSq3KZat1-rXjBhhyGCG7YMkn&sessionId=
前期报建,淹城动物园,成都·双流区·牧马山,5.0,7.0,岗位职责：1、	负责项目前期选址、立项、规划用地许可证等手续的办理；2、	负责项目前期设计方案、初设、施工图阶段各项报批手续的办理；3、	负责完成项目环评、交评、安评等报告，参与专项论证评审会，协调完成施工图审查；4、	跟踪报批报建的进展情况，协调各业务部门，保证项目开发顺利推进；5、	建立和维护与各政府主管部门的良好关系，促使各项目节点尽快审批通过。任职要求：1、	重点高校全日制本科及以上学历，建筑、土木类、机电等相关专业；2、	6年以上前期工程开发报建经验，有大型项目经验、成都市双流区政府资源优先；3、	熟知相关政策及报建各项手续的审批流程；4、	工作严谨细致，责任心强，能承受工作压力；5、	善于与相关政府部门建立良好的人脉关系；6、	性格外向，具有较强的人际沟通和公关能力。,https://www.zhipin.com/job_detail/89067bf03fbe2b251nN-3N6-GVZT.html?lid=4WqP1pKEbEJ.search.60&securityId=V9hts4JTn6LwU-f1rq5RkTpE3QnoU-ZprHfOgg5A2Haz9EYJlynlm8tKzFIkvO2q3YgZ7L5YYSlhtdV4x1QnHG5PmcwvTpv6Qpn4fgYq7ng97ssn68Q~&sessionId=
建筑幕墙—深化设计工程师,瀚笙时代,成都·武侯区·成都高新区,5.0,10.0,工作内容：1、与建筑师和业主进行沟通，了解建筑师和业主的建筑构想，并将构思融入幕墙的系统设计；2、能独立完成幕墙系统的方案设计、深化设计等各阶段工作，并对建筑幕墙提出建设性的意见；3、对幕墙系统的设计、系统规格及材料技术规格进行分析；4、从设计角度优化工程质量，控制工程造价；5、协助幕墙主任设计师做项目技术交底及现场顾问服务。任职要求：1、大专或以上学历，机械、民工建、土木或建筑相关专业毕业；2、从事幕墙设计2年以上，熟悉各种形式幕墙的设计，具有常规幕墙平面、立面、剖面和节点构造设计的能力，会下单、拆图；3、负熟悉国家、地区及行业相关规范；4、具有良好的综合素质，较强的事业心、责任感及团队意识。工作时间：早九晚六，法定节假日正常休息。福利待遇：1、大小休享受国家法定休假日、带薪年假；2、丰富精彩的员工活动，定期的拓展训练以及旅游活动，生日福利等。,https://www.zhipin.com/job_detail/5c6a971f05b7ef2f1HB-2964ElNV.html?lid=4WqP1pKEbEJ.search.59&securityId=bYx1jLQmET2G4-K1ghzbeBoa9SQZ6vY80rzpSCWIGj34TBes0bK3ixPNKgQ_RMuLw6TkGwfHbORYn2ZE_rJSaKcsoSfCyPZaZXjbTsU8qs4KHaapO6U~&sessionId=
监理从业人员,兴置建管,成都·金牛区·金泉,5.0,10.0,岗位职责：1、负责项⽬前期招投标管理;2、负责⼯程项⽬现场协调⼯作;3、负责⼯程项⽬总体进度;4、负责⼯程项⽬现场的质量和安全⼯作;5、负责项⽬后期验收⼯作。任职资格：1、大学专科及以上学历，建筑、土木、工民建类相关专业；2、1年以上工程监理工作经验，必须要有全国注册监理工程师资格者优先；3、精通工程监理，工程管理等相关专业知识，了解建筑法、合同法、招投标法等相关法律法规，了解工程概预算相关知识；4、具有较强的沟通能力和组织协调能力，能够合理、有效地协调各项相关工作，工作严谨、认真、细致，具备一定的计算机操作能力；5、责任心强、吃苦耐劳，能适应出差。工作地点：甘孜州！介意者勿投！,https://www.zhipin.com/job_detail/0fc39cda7c7236321HR93t6_GFZR.html?lid=4WqP1pKEbEJ.search.58&securityId=i0BDYODB6gmNF--1PzyjhGjS9Kl6lTUGGvW3mCVphXFyAbSn4TSeeo6hr5YozuT14VKbIJmbhc_pDHatEEIUXc_9GsSCIQ45cKt-73CUlxoIydEHNZrq&sessionId=
bim工程师,华图山鼎设计,成都·锦江区·合江亭,5.0,8.0,岗位职责：1）协同项目负责人、BIM项目经理、各设计师参与从方案到施工图阶段的建模设计工作；2）能进行建筑、结构、电气、给排水、暖通等相关专业BIM建筑信息模型搭建并维护，并完成各专业图纸与模型的 审查校核工作；4）参与BIM可持续设计（绿色建筑设计、节能分析、工程量统计）；5）参与BIM可视化及施工图深化设计（室内外渲染、虚拟漫游、建筑动画、虚拟施工周期、机电深化）；6）致力于基于BIM建筑信息模型概念的新型建筑设计行业研究工作，维护并更新BIM资料库；任职要求：1）大学本科或以上学历，土木、机电、造价、工管等专业；2）需具备基础土木、机电专业知识及BIM实习工作经验；3）熟练使用主要BIM软件，Revit、Revizto、犀牛等软件；4）有较好的执行力、沟通能力、抗压能力、责任心强。,https://www.zhipin.com/job_detail/014303a4faa7cafa1Hdz2dy8F1NR.html?lid=4WqP1pKEbEJ.search.68&securityId=ereBUbPOqWbo8-R10c91Tf-ATc6sEBacTC6rAftCdPD5FQ0ZV-x6-lAhY0mIkX8CeVv6DPRJFdAqA1el2PqEjWKnXBsd5nl_i6Jn3YPkwI_W-1uE0Q~~&sessionId=
工程项目专责,四川振捷,成都·青羊区·黄田坝,5.0,7.0,项目专责岗位职责：1、熟悉施工现场管理、现场资料管理、工程计量等相关工作；2、与项目有关各方进行积极沟通，有效协调各方关系；3、协助项目总负责人完成相应工作。任职要求：1、本科及以上学历，土木、路桥专业；2、熟悉各类土木工程的建设方针、政策和法规；3、熟练使用office办公软件，会看图纸；4、能接受常驻项目部工作；5、会开车，能熟练驾驶；6、只限应届毕业生。薪资待遇：综合月薪＋年终奖五险一金＋生日奖金＋带薪年假加分项有以下行业经验：工程施工,https://www.zhipin.com/job_detail/58fe5b8c118dc8951HV_09y6F1JY.html?lid=4WqP1pKEbEJ.search.44&securityId=gwAtRXEDBPQIc--1QHpPnuylP-WxOlgTyQC2Im4Laq-tnSskTPa4vaU9651g_-CdLIGtpAm0fV4nZ20awGJ-6YYSsonO75TUYuDEzrUSvqMZU3Q4OMsO&sessionId=
市政施工员,四川升安瑞,成都·金牛区·国宾,6.0,10.0,主要工作内容：负责市政工程项目的施工、管理和质量把控，包括道路、污水管网、给排水、亮化、绿化等工程，协调与施工现场各方关系；一、岗位职责             1、合理组织并完成项目的施工计划安排，含人力、材料、机械计划；2、严格按照规范、施工组织设计、施工进度执行项目施工任务；               3、负责项目施工过程的安全、质量、进度、成本控制 4、完成上级交办的其他任务5、有管理和协调经验二、任职要求       1、建筑、土木、市政工程类相关专业         2、具有市政或建筑工程现场施工或施工管理经验；      4、持二建证书（带B证），有市政二建证书、施工员证书优先 。  3、熟练掌握建筑、市政规范和施工工序、工艺及技术要求，能读懂施工图并了解材料、计算工程量。4、责任心强，吃苦耐劳，有良好的团队意识，能独立带领团队完成项目工作5、熟练使用cad绘图、造价,https://www.zhipin.com/job_detail/cfc7a89801a97ab61XR60t60E1BT.html?lid=4WqP1pKEbEJ.search.53&securityId=-k4RBXH0HS_mf-I1sUNaUP8JKadAWVsPrsKsAUhNEs0Q46b_P9mTmnCz07lsiLuQyneHsOJ3AIym67WMNy-EO2m2jLSeJaAl3AUbIVdH_HaMNK63U0pE&sessionId=
资料员助理,成都筑梦同行企业...,成都·武侯区·中和,6.0,10.0,"任职要求：1、名牌大学本科及以上学历，工科类，土木建筑类专业优先；2、能接受出差（全国）；3、有较强的沟通能力、分析和问题解决能力，具有团队协助精神,工作细心,做事细致，责任心强；4、熟练掌握各类常用办公软件；5、年龄24-30，该岗位为资料员助理岗；6、以上要求均为硬性要求，为避免浪费大家时间，请符合条件再投简历哦。薪酬福利：1、薪资：6000-10000（具体需要和负责人谈），买五险；2、工作时间：周一至周五，9:00-17:30，周末双休，法定节假日正常休息；3、春节、端午节、中秋节等公司发放专属礼品；4、年假、婚假、产假等带薪假；职位福利：周末双休、五险、员工旅游、定期团建、绩效奖金、带薪年假",https://www.zhipin.com/job_detail/9ac9d2679693d99f1HF62dq_GVFW.html?lid=4WqP1pKEbEJ.search.56&securityId=2NErZpVhB6c1I-z1eMepluhijgssvl4GxRKslcIaJIHQDi5JJzQpUR1jyhT93Tnz7xnslRV-fOqDBKFbM3MR6XiXWJSWCCO7eR__pKw_wSqb2kglvHo~&sessionId=
安装工程师,科信创合,成都·武侯区·火车南站,6.0,10.0,"1.工程现场仪器安装、通讯和系统调试、组网联调等。2.协调项目工程实施，合理安排工程进度和各项资源配置，控制工程质量，完成项目竣工验收；3.组织指导现场工人施工，协调公司与客户关系，进行用户培训和售后服务等相关工作；4.负责工程现场施工文件的编制及归档；5.组织并协调与工程项目建设有关的各方面工作，实现工程项目的总目标。职位要求:1.通信、电子、自动化、计算机、土木、建筑等相关专业，大专以上学历；2.有大坝、岩土工程、结构监测项目实施工作经验，进行过内部或外部观测工作经验者优先；3.有水电站、水库、尾矿库、基坑、边坡、地质灾害等行业安全监测工作经验者更佳；4.进行过监测仪器安装、调试和使用者优先；5.成熟、稳重、踏实，能吃苦耐劳、责任心强、良好的团队协作精神，能适应经常出差；6.优秀的沟通能力,普通话标准，待人接物礼貌和善；7.有较强的学习能力，熟练操作计算机，使用office、CAD制图、看图等；8.使用过监测、测绘及仪器软件，安装调试过自动化系统，进行过资料资料和报告编写者更佳；",https://www.zhipin.com/job_detail/1b7f6ce2bcca34251HB_2Nu1EVZW.html?lid=4WqP1pKEbEJ.search.79&securityId=Q1JTuR-EyTzFL-R1-qATiCGrWcSvwbNRfCrJZElv-ND4PqaOA1x9yhPiretdYAOm6vnAlWJqlX49G0yQ2eY9Eh_Yj7s-bpFECyEZz_zuczTQ3g-AGA~~&sessionId=
售后技术员,成都百泽信达,成都·青羊区·金沙,6.0,10.0,一、岗位职责：1）参与现场各种土木工程检测、设备演示、技术交流、售后服务等工作；2）参与部分检测新技术的试验等；3）客户技术问题受理；公司技术资料整理；4）仪器仪表的维修、维护以及测试。二、岗位要求：1）专科及以上学历，桥隧、土木、仪器类、物探类、自动化电器、电子等相关专业；(同行业优先）2）1-5年工作经验或优秀应届毕业生；年龄25-30之间3）能吃苦耐劳，具有较强的分析问题、解决问题的能力，能灵活处理现场出现的各种问题，具有较敏锐的判断能力和协调能力；4）试用期（1-3）个月，转正时间可根据自身业务能力胜任情况；5）能适应国内各地出差。 6) 有驾驶证，会开车。7）待遇：面议。,https://www.zhipin.com/job_detail/302e31b9c0bb14673nx80tq_F1E~.html?lid=4WqP1pKEbEJ.search.48&securityId=ULI34kUlKgxTj-F1QTxNQONw87sW0BXErlDtOkzLLOML6LsCWGIkckp8VewzkZREBIlJ8JTUej9RLqgVHBfXfBnjMQvv82v9VRBvKsI1GdKXBS-etg~~&sessionId=
系统集成软件开发与维护,合众桥梁,成都·郫都区·犀浦,6.0,12.0,系统集成方面的软件开发和维护，可以适应如下几个方面开发内容中的一项或者几项均可：1、接近底端的C开发；2、基于Linux，Windows的TCP，UDP开发（C C++）；3、数据库存储（C C++）；4、.Net 界面程序开发（C#）5、Web界面开发（HTML CSS .Net Core等）。合众桥梁简介：   合众桥梁科技有限公司前身系西南交大科技园桥梁新技术研究中心。研究中心主要从事桥梁建造、运营新技术理论研究、技术服务及产品开发的工作，致力于推进中国桥梁的科技事业。研究中心本着严谨、务实、创新的原则为客户提供有关桥梁工程监测的完整解决方案。     合众桥梁科技有限公司至2006年成立至今，已参加了我国多座重点桥梁工程的关键技术研究，在结构设计计算、施工监控、运营监测、大型模型试验等方面尤为突出，解决了众多复杂的桥梁设计和施工中的技术难题。     合众桥梁自成立伊始即投入大量资金及人力致力于桥梁监测设备的研发，自主建立了2个传感器检定实验室，并在2007开发出了国际领先的锚索计、以太网调理器等拳头产品，并迅速占领国内健康监测市场。近年来合众桥梁致力于桥梁工程监测全方位解决方案的提供，开发出了：挠度测试系统、振动测试系统、裂缝监测系统、激光长距离位移测试系统、云调理器、人工电子化巡检系统、人工巡检吸附式机器人、人工巡检无人机系统、人工巡检爬缆机器人、桥梁监测云平台系统等一系列产品，并且正在研发钢结构锈蚀探测系统、RTK无人机系统等革新性产品。     合众桥梁监测系统已经获得2项省部级奖励及多项专利。     我们坚信秉承西南交大土木百年传统的成都合众桥梁科技有限公司将为您提供国际一流、国内领先的桥梁工程监测全方位技术服务。,https://www.zhipin.com/job_detail/450b83dcfc7969fb1n1_3ty1ElM~.html?lid=4WqP1pKEbEJ.search.86&securityId=JArrAE40bMFBx-s1ERs32avG7qOV1T72vCyPrwtmp2UQqK6iop35ZekJNGnvOX6_vWCDQ-1N-WHDT1EhF_BdeaH4Xy6q6RgMH4Vpp-AZGSmf3rQt&sessionId=
技术工程师（国际业务方向）,成都济通路桥科技...,成都·新津区·五津街道,6.0,8.0,工作主要内容：1， 在国际业务技术总监和技术中心主任的指导下开展国际业务技术支持工作；2，于国际合作伙伴的技术部门对接，技术文档的编制及报价支持；3，研究国际主流标准，为公司的海外拓展做技术储备。要求：1， 本科以上学历，工程类背景，机械、材料类和土木类优先考虑；2，英语六级以上，有优秀的英文阅读、写作能力及良好的口语能力；母语为英文（需具备基本中文听说能力）者优先。3，三年以上工作经历，特别优秀者可放宽。,https://www.zhipin.com/job_detail/49845b51489d52e41nZ90tS6E1dR.html?lid=4WqP1pKEbEJ.search.107&securityId=Hd5rFUaeTIWiQ-j1WSLmyUH7feHmmuHAsAsoQCwJ5aXJylSSB2pH44BcR2OaIqYvB5W-Q75bpx_JUZ_3j8r6-P2m5kauTt8b4DxE5VtQcOBS8fVECQ18&sessionId=
岩土勘察工程师,四川省蜀利勘察设计,成都·武侯区·成都高新区,6.0,7.0,岩土技术人员要求：1、大学本科及以上学历，勘查技术与工程，地质工程，岩土工程等相关专业；2、热爱岩土工程勘察、设计、施工工作，为人正直，能吃苦耐劳，勇于奉献；3、熟练掌握OFFICE、CAD、理正等办公及专业软件；4、具有2年以上岩土工程勘察、设计、施工工作经验；5、能独立完成边坡支护工程、基坑支护工程、各类地基处理等岩土工程设计；工程地质项目勘察报告编写；《施工组织设计》和《专项施工方案》的编制等；6、具有注册土木工程师（岩土）、注册建造师、高级工程师者优先考虑；,https://www.zhipin.com/job_detail/f9b3177f61148d251HZ_3Nq4GFdX.html?lid=4WqP1pKEbEJ.search.29&securityId=cKRTHoEmsNA13-Y1j1xQC_l2fzTJfU8ipmKswtrRkNK9wup6gfvhKP_63ViVBHdzUmd0DCjTOlmyG8UdSPuQxDLnDhvoKByR_8X7tTMoEC8Llq7uup8~&sessionId=
工程地质勘察,四川蜀韬岩土工程,成都·郫都区·犀浦,6.0,11.0,1、招聘岗位：地质勘察2、招聘专业：地质、土木类，大专及以上学历。3、招聘人数：10人。 4、工作地点：四川省内。5、薪酬待遇：试用期30天，岗位工资+项目奖金，综合月薪5000元-20000元，依据专业技术及工作能力进行定岗。6、任职要求：吃苦耐劳、服从公司统一调配、具有良好的学习能力和沟通能力；拥有良好的团队合作精神，积极乐观，责任心强。7、福利待遇：项目部统一住宿、餐补、节假福利用品等。8、联系人：刘海，电话：***********,https://www.zhipin.com/job_detail/70f4876df9c3d9181Hd80tq-FlNW.html?lid=4WqP1pKEbEJ.search.19&securityId=YxAdObpv7T6DX-51Te7cjbpAPWU8BrUwjw5jEdXHSa3n2Wl-i4fbuIrEW1dzxVLhDcYWRBvVoe43bi1ddWo7Dx2k-0eyJJNVxDD1MbMVTg_YvFtpJN7a&sessionId=
门店装修工程师,玫瑰之约电动车,成都·双流区·四川现代职业学院,6.0,8.0,主要职责：负责公司装修项目的实施管理与业务指导。（包括装修项目设计、选材、工程监督、装修费用核算、施工质量、工期管理、装修成本管理等）；具体要求：1、大专及以上学历，建筑、土木、机械、结构类专业；2、熟悉室内装修设计、施工管理、项目管理、装修材料运用等专业知识；3、持C照且熟练驾驶，适应出差等；,https://www.zhipin.com/job_detail/c6421e9ea4a359851HZ73t61FVFT.html?lid=4WqP1pKEbEJ.search.39&securityId=5o3f0F8cMZgqF-g1NISgG3YgRKlgao32yX97ejgDBCl2fllDBLDvEd73Nu4Uo7lhkE_2OAocSWpFVoHbctZr6f68jee6WOh5eC9Ekhcjwr1AbBaGOAg~&sessionId=
地质工程师,昊锐咨询,成都·金牛区·茶店子,6.0,9.0,从事地质灾害勘查设计评估，地灾监理，有经验者优先！,https://www.zhipin.com/job_detail/c73155d41eba0a521XF43t-7ElNV.html?lid=4WqP1pKEbEJ.search.8&securityId=HuQ2AAZCxTiXr-u1yubq-8TN13_b60L9liSasSiAcOi3MthC8xD3_XOQOhV5jkHBwhAieB7jq2ddBbv9IwrXOz-FMX6IYX5BDiKWqXHdwnuumyjMWJ-C6QHJuisY7XjXdByzHqiH_-xbXM2OVSp7L1Ti&sessionId=
测绘地理信息（外业）技术人员,中图三维,成都·金牛区·天回,6.0,8.0,1、男女不限，身体健康；2、思想端正，品行良好，具有良好的敬业精神和职业道德，服从工作安排；3、大专及以上文化学历；测绘、计算机、土木、水利、铁道、国土规划等专业；4、计算机应用能力较强。熟悉各类全站仪、GPS等设备的使用，熟悉CASS、ARCGIS、Map GIS、EPS等地理信息软件使用；5、能适应外业工作，负责测绘地理信息外业技术生产和成果质量合格；6、学习能力和主动较强，善于主动学习；遇到工作问题和困难具有挑战精神，主动思考并解决问题；7、工作地点：四川、贵州、重庆、云南、西藏,https://www.zhipin.com/job_detail/863293fc0511f2d91Xxy3dW6FVJZ.html?lid=4WqP1pKEbEJ.search.32&securityId=MhwVVyalBfxGs-B1UQvL2prdtqw_AYc9nd0dqPUkB_SRpUMQf_JJvrMINmwDNDxZD6oOq7Z_RkPZ4IV-X_WQPTS8Dd8XpiB3TPSp4amFPJ3XLgTPjFQ~&sessionId=
检测员,捷晨瑞达工程检测,成都·龙泉驿区·龙泉,6.0,8.0,岗位职责：1、根据公司业务范围对建筑工程质量进行相关检测；2、完成检测相关数据记录并能够独立出具检测报告； 3、完成相关设备的维护保养工作 ；4、领导安排其他事情任职要求：1、统招本科及以上学历，机械、力学、电气、水利、材料、土木、测绘、化学、建筑等相关专业；2、硬性条件：中级职称；3、具有1年及以上的检测经验；公司优势：1、免费营养午餐；2、优秀员工奖、定期晋升机会；3、不定期团建、聚餐；节假日福利；4、领导超级nice。职位福利：五险一金、带薪年假、不鼓励加班、不定期团建、周末双休、免费午餐,https://www.zhipin.com/job_detail/360d612be314929c1HVy2Ni9GFZV.html?lid=4WqP1pKEbEJ.search.26&securityId=dBsf7NwY7YbvY-a1EFr0sCh02P2W9oTFC49phsqzRcN0ZxF9UahG6b56w9BMq4Y1fiaxZBJ4bU22eRPwWYKp0bm2EFtEpkemhRWGzT44_pj4zOiHkXTJ&sessionId=
房地产评估师,豪思评估,成都·金牛区·西安北路,7.0,12.0,岗位职责：负责坐班审核评估报告，并承担估价助理培训及评估技术负责人工作。工作要求：需持有双证(房地产及土地)。任职资格：1、身体健康、品行端正、无不良嗜好，吃苦耐劳有事业心；2、房地产经营、房地产评估、土地资源管理、资产评估、工程造价、土木类相关专业大学本科及以上学历优先。工作地点：成都市金牛区西安中路8号豪瑞新界A座402号。工作时间：周一至周五 9：00-17：00周末双休,https://www.zhipin.com/job_detail/d7bd69cd62c1c0511XZ93Ni7ElJZ.html?lid=4WqP1pKEbEJ.search.38&securityId=eoJcliqz4x535-J1GcY1MuuJoR32Y0srHBfFTtcm6ajHZ8KZnpuedGMRjuLlIP3k1xnKfRRJa1EPurtBVcKRgOIx5zFUtdeNo4yqyaH7ujHtmrIQwtM~&sessionId=
