name,company,area,min_salary,max_salary,description,link
Java,海旭信息咨询,成都·成华区·龙潭,4.0,5,JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解,https://www.zhipin.com/job_detail/5c928cf6a06940ea1nZ50ty_E1RQ.html?lid=4XtUN4lanxy.search.284&securityId=4wNsphb86IeNm-x1LBm59hrJ71vP0KbMZ00WuhFoE1CtjLKE9dDQt6WGyvY5YHp-PYgCBtYF6M2aQcDFAFS0KAeYncce53tfUyBS4yBb58cv-xdNqF8~&sessionId=
java,锦江区维吉凯商贸部,成都·成华区·保和,4.0,5,1.编写语言 java2.经验：3-5年开发经验3.需要会管理仓储经验。4.后台不稳定需要维护。,https://www.zhipin.com/job_detail/638177660c31dbdf1HV83Ny1F1NY.html?lid=4XtUN4lanxy.search.276&securityId=u8rVywupKtDLb-s1AYxB63MoRgHxFEQ9PmBySMrt-e1_uww5bxIqtF1RoS5bgHNs25n54CrVfz0eQK0x4dDzqX8OYxdms7hZLFDiHrskZPHmcgspx4Q~&sessionId=
Java,成都志聚科技有限公司,成都·武侯区·中和,4.0,8,HRP开发工程师，公司运营系统开发,https://www.zhipin.com/job_detail/bf2b33b834b446c81Hdy29u9E1pT.html?lid=4XtUN4lanxy.search.148&securityId=LUYKYp6uzeBs1-O1eKie2qUMCZzPpGzIE_2yA-3xbPNhqbNaB7VrrMRFZHVzfOG_98oxWkJv1vcxsMHNBMg6QCyoy-GI1m4cRtvOE2QkYmWayiMujqQG&sessionId=
Java,泰丰元,成都·双流区·白家,4.0,5,接手我们公司的一个项目。硬性要求:微信小程序，Java，extjs。其余勿扰双休，没有加班公司环境优美,https://www.zhipin.com/job_detail/486402e12bf733031Xd93dW1F1I~.html?lid=4XtUN4lanxy.search.68&securityId=nVmgh3UFTnvbt-o1G0Jsbe-xaRT6J8CvtVvIED7lI5iJln5o8ToA8SGqTgHWuEo6t9y6rpHCYw2cHCl4olD4BKiXOcDABYD04DD8H8n3d6_gzkCW&sessionId=
Java,惠致行远,成都·武侯区·新会展中心,4.0,7,任职资格：1、大专及以上学历，年龄20-28岁，理工科专业，可以接受其他专业及20届毕业生;2、工作认真、细致、敬业，责任心强，能够和团队做整体配合；3、有计算机简单操作基础，愿意深入无人机软件系统行业发展并长期从事工作；4、学习能力强，有较强的沟通能力，有较强的问题理解能力和逻辑分析能力；      5、工作积极、有一定抗压能力，认真完成领导交代的任务。福利待遇：1、五天8小时工作制，周末双休，享受法定节假日以及节日福利；2、签订正式劳动合同，入职享受国家规定的五险一金；3、每月举行员工生日会，季度出国旅游，定期公司聚餐；4、五险一金，带薪休假，人身意外伤害商业保险等；,https://www.zhipin.com/job_detail/c1a78db6636fa8851XV8392-FlZR.html?lid=4XtUN4lanxy.search.231&securityId=Joh7vLHt0QG11-01xMOXS1Bzw2ug6jNEpAVg4liCIbVnFqxRlLtkYtld02EAjEA6Wkvw0PBBuAHc9Vshz8Gu9S4mJtZcpfGCL5Gzh1J1zmD8IgT8tU5a&sessionId=
Java,曦清科技,成都·成华区·圣灯,4.0,6,java开发实习生岗位职责：1、根据软件设计文档进行程序编码；2、配合前端联合开发项目，配合测试人员对产品进行测试3、完成上级领导交办的其他工作 技术要求：1、JAVA基础扎实，熟练使用Tomcat等web容器，熟悉Redis原理；2、熟练使用MySQL、Oracle等关系型数据库，能编写和优化SQL语句；3、熟悉JS/JQuery等前端开发技术；薪资4-6之间都可以 学历选大专以上 其他的作息时间薪资结构还有福利等都按照自己公司的就可以了。,https://www.zhipin.com/job_detail/ff9a1830149fecd41nB52ti7FltZ.html?lid=4XtUN4lanxy.search.101&securityId=mydGzvyTcge5A-G1eJ4_AIPC8sPnaa1rqMXSpl6vNxXXNoZpCdALeV9FWwOEuiJkq0vSIUUhRRARnrPbVaUbwwxKvIiAWshYrg8FV7sGTDc8k8ogIEQL&sessionId=
Java,喜马拉雅,成都·武侯区·石羊场,4.5,6,【岗位职责】1、参与喜马拉雅成都数智化部门（低代码平台、审核系统、客服系统）的日常研发工作。【岗位要求】1、计算机相关专业，全日制本科及以上学历2、熟练使用Java开发语言，热爱编程，具有良好的代码风格，了解常用设计模式3、理解io、多线程、集合等基础框架，对JVM原理有一定的了解，熟练掌握java核心编程技术4、熟练使用关系型数据库（MySQL优先），有一定的SQL基础5、了解分布式、缓存、消息等机制及使用场景6、了解微服务架构，至少掌握一种支持微服务架构（SpringBoot优先）,https://www.zhipin.com/job_detail/d7a9bde223c0929c1Hd-2dS0GVpS.html?lid=4XtUN4lanxy.search.150&securityId=B3GFZuNB9L8Xd-j1KYNSfthWUjlMQNteyRGXtV4bPSjljnGberfGEsRsE2PjmmWuPGTW4iIO9kQiwQliIhp1XTG4f04Jv0HzWywSt4VX5pwy3NI~&sessionId=
Java 开发助理5000包住宿,缪尔化工科技,成都·武侯区·孵化园,5.0,8,【职位职责】1、由导师培养和安排工作，参与具体的业务研发工作；2、入职后，根据项目需求和个人兴趣来定岗;3、参与业务需求讨论，评审产品设计； 【职位要求】1、良好的设计和编码品味，热爱写代码；2、较好的产品意识，愿意将产品效果做为工作重要的驱动因素；3、有良好的团队意识以及较强的主动性和创造性；4、有较高的职业素养，品行端正，工作勤奋； 【福利待遇】薪酬待遇：4K-6K1、假期安排：享有国家劳动法规定的各种节假日；2、工作时间：朝九晚六的工作时间，双休给您足够的休息时间；3、社会福利：缴纳五险：养老、医疗、工伤、失业、生育以及住房公积,https://www.zhipin.com/job_detail/93464ff27fa3a9c71nd43tW4FltY.html?lid=4XHelEwJV1O.search.38&securityId=vC5l5IEzRYHcC-e1ft_Nh3uhNUgP-ZkAjt1hNMf5WCBOjuYoBug8PrsQ7n8AEAQkp7WFUhE66g6juRUxYBgEjU-JcGRtneIKS-GchmPJPcrtMA-FwnVV&sessionId=
Java,进化基金,成都·武侯区·孵化园,5.0,7,"Java高级开发工程师薪酬范围5k-7k 岗位职责：1、可独立负责公司业务系统设计和研发工作，特别是金融线上教育系统；优先有三方支付对接经验和微信小程序、公众号、h5开发经验人选。2、了解金融知识，熟悉互联网金融产品设计，解决系统中的关键问题和技术难题；3、对代码质量和开发进度进行全面的把控，保障线上服务的稳定性，熟练linux系统项目部署、有压力测试经验优先。 任职要求：1、本科及以上学历, 1年以上J2EE开发经验，Java基础扎实；2、熟练掌握主流Java开发技术，对多线程，JVM调优有经验；3、熟悉Spring/SpringMVC/MyBatis等主流框架，掌握Tomcat、JBoss等常用服务器使用；4、熟悉MySQL、Oracle等主流数据库，熟练掌握SQL语言；5、掌握Linux、Nginx的基础搭建、配置，能胜任基本的运维工作；6、熟练掌握XML、HTML、Javascript（Jquery）、 AJAX、Json技术；7、具备较强的独立开发能力与分析能力。有大型商场项目经验优先。工作地点：高新区交子金融科技中心",https://www.zhipin.com/job_detail/75de186ff895cc281XB83d20EVE~.html?lid=4XtUN4lanxy.search.61&securityId=eCwbK7eP5E3Ar-91Y7QMX5asfMeOpYA1wJyrSebcfsAj8-1mi1cz9jndM6I0WtZ_wyhul4peYqb91baYQ49Vx9V80JPGwa-WSDn-TPbBCA-TaGeM&sessionId=
Java,四川杰睿德,成都·双流区·华阳,5.0,6,基于Java相关技术的软件设计与开发,https://www.zhipin.com/job_detail/c367876e1ceaa8af1XJ509-0ElZY.html?lid=4XtUN4lanxy.search.274&securityId=Wm5PCEZOkGvFY-m1XOlFpUtWUnJgP0LstWCgrsM_7m1Kn5XJPAoivrL8XCX7-JoePe_9wPoTEn8X7syGTUtNbEJUBRj7bJGC13iULp8juIMJiUT1OkHK&sessionId=
